timestamp,pattern,sti,lti
2025-09-13 16:06:22.078494,armyworm,600.0,600.0
2025-09-13 16:06:25.393585,armyworm,240.0,600.0
2025-09-13 16:06:25.393585,(CausesLink armyworm leafBlight),51.42857142857142,0.0
2025-09-13 16:06:26.274535,armyworm,240.0,600.0
2025-09-13 16:06:26.274535,(CausesLink armyworm leafBlight),51.42857142857142,0.0
2025-09-13 16:06:26.274535,(CausesLink armyworm necroticLeafSyndrome),51.42857142857142,0.0
2025-09-13 16:06:27.328057,armyworm,240.0,600.0
2025-09-13 16:06:27.328057,(CausesLink armyworm leafBlight),51.42857142857142,0.0
2025-09-13 16:06:27.328057,(CausesLink armyworm necroticLeafSyndrome),51.42857142857142,0.0
2025-09-13 16:06:27.328057,(MemberLink armyworm agriculturalPestSpecies),51.42857142857142,0.0
2025-09-13 16:06:28.472886,armyworm,240.0,600.0
2025-09-13 16:06:28.472886,(CausesLink armyworm leafBlight),51.42857142857142,0.0
2025-09-13 16:06:28.472886,(CausesLink armyworm necroticLeafSyndrome),51.42857142857142,0.0
2025-09-13 16:06:28.472886,(MemberLink armyworm agriculturalPestSpecies),51.42857142857142,0.0
2025-09-13 16:06:28.472886,(MemberLink armyworm nocturnalSpecies),51.42857142857142,0.0
2025-09-13 16:06:29.742892,armyworm,240.0,600.0
2025-09-13 16:06:29.742892,(CausesLink armyworm leafBlight),51.42857142857142,0.0
2025-09-13 16:06:29.742892,(CausesLink armyworm necroticLeafSyndrome),51.42857142857142,0.0
2025-09-13 16:06:29.742892,(MemberLink armyworm agriculturalPestSpecies),51.42857142857142,0.0
2025-09-13 16:06:29.742892,(MemberLink armyworm nocturnalSpecies),51.42857142857142,0.0
2025-09-13 16:06:29.742892,(SimilarityLink fosmethilan armyworm),51.42857142857142,0.0
2025-09-13 16:06:31.102873,armyworm,240.0,600.0
2025-09-13 16:06:31.102873,(CausesLink armyworm leafBlight),51.42857142857142,0.0
2025-09-13 16:06:31.102873,(CausesLink armyworm necroticLeafSyndrome),51.42857142857142,0.0
2025-09-13 16:06:31.102873,(MemberLink armyworm agriculturalPestSpecies),51.42857142857142,0.0
2025-09-13 16:06:31.102873,(MemberLink armyworm nocturnalSpecies),51.42857142857142,0.0
2025-09-13 16:06:31.102873,(SimilarityLink fosmethilan armyworm),51.42857142857142,0.0
2025-09-13 16:06:31.102873,(SimilarityLink ethion armyworm),51.42857142857142,0.0
2025-09-13 16:06:32.647127,armyworm,240.0,600.0
2025-09-13 16:06:32.647127,(CausesLink armyworm leafBlight),51.42857142857142,0.0
2025-09-13 16:06:32.647127,(CausesLink armyworm necroticLeafSyndrome),51.42857142857142,0.0
2025-09-13 16:06:32.647127,(MemberLink armyworm agriculturalPestSpecies),51.42857142857142,0.0
2025-09-13 16:06:32.647127,(MemberLink armyworm nocturnalSpecies),51.42857142857142,0.0
2025-09-13 16:06:32.647127,(SimilarityLink fosmethilan armyworm),51.42857142857142,0.0
2025-09-13 16:06:32.647127,(SimilarityLink ethion armyworm),51.42857142857142,0.0
2025-09-13 16:06:32.647127,(SimilarityLink bendiocarb armyworm),51.42857142857142,0.0
2025-09-13 16:06:43.218617,armyworm,240.0,600.0
2025-09-13 16:06:43.218617,(CausesLink armyworm leafBlight),51.42857142857142,0.0
2025-09-13 16:06:43.218617,(CausesLink armyworm necroticLeafSyndrome),51.42857142857142,0.0
2025-09-13 16:06:43.218617,(MemberLink armyworm agriculturalPestSpecies),51.42857142857142,0.0
2025-09-13 16:06:43.218617,(MemberLink armyworm nocturnalSpecies),51.42857142857142,0.0
2025-09-13 16:06:43.218617,(SimilarityLink fosmethilan armyworm),51.42857142857142,0.0
2025-09-13 16:06:43.218617,(SimilarityLink ethion armyworm),51.42857142857142,0.0
2025-09-13 16:06:43.218617,(SimilarityLink bendiocarb armyworm),51.42857142857142,0.0
2025-09-13 16:06:43.218617,aphid,420.0000000000002,420.0
2025-09-13 16:06:45.108628,(CausesLink armyworm leafBlight),51.42857142857142,0.0
2025-09-13 16:06:45.108628,(CausesLink armyworm necroticLeafSyndrome),51.42857142857142,0.0
2025-09-13 16:06:45.108628,(MemberLink armyworm agriculturalPestSpecies),51.42857142857142,0.0
2025-09-13 16:06:45.108628,(MemberLink armyworm nocturnalSpecies),51.42857142857142,0.0
2025-09-13 16:06:45.108628,(SimilarityLink fosmethilan armyworm),51.42857142857142,0.0
2025-09-13 16:06:45.108628,(SimilarityLink ethion armyworm),51.42857142857142,0.0
2025-09-13 16:06:45.108628,(SimilarityLink bendiocarb armyworm),51.42857142857142,0.0
2025-09-13 16:06:45.108628,aphid,420.0000000000002,420.0
2025-09-13 16:06:45.108628,armyworm,132.1039007663727,492.1039007663727
2025-09-13 16:07:19.777286,(CausesLink armyworm leafBlight),51.42857142857142,0.0
2025-09-13 16:07:19.777286,(MemberLink armyworm agriculturalPestSpecies),51.42857142857142,0.0
2025-09-13 16:07:19.777286,(MemberLink armyworm nocturnalSpecies),51.42857142857142,0.0
2025-09-13 16:07:19.777286,(SimilarityLink fosmethilan armyworm),51.42857142857142,0.0
2025-09-13 16:07:19.777286,(SimilarityLink ethion armyworm),51.42857142857142,0.0
2025-09-13 16:07:19.777286,(SimilarityLink bendiocarb armyworm),51.42857142857142,0.0
2025-09-13 16:07:19.777286,aphid,168.00000000000014,420.0
2025-09-13 16:07:19.777286,armyworm,160.81145097710302,492.1039007663727
2025-09-13 16:07:19.777286,(CausesLink armyworm necroticLeafSyndrome),31.905115692511252,0.0
2025-09-13 16:07:21.829597,(CausesLink armyworm leafBlight),51.42857142857142,0.0
2025-09-13 16:07:21.829597,(MemberLink armyworm nocturnalSpecies),51.42857142857142,0.0
2025-09-13 16:07:21.829597,(SimilarityLink fosmethilan armyworm),51.42857142857142,0.0
2025-09-13 16:07:21.829597,(SimilarityLink ethion armyworm),51.42857142857142,0.0
2025-09-13 16:07:21.829597,(SimilarityLink bendiocarb armyworm),51.42857142857142,0.0
2025-09-13 16:07:21.829597,aphid,168.00000000000014,420.0
2025-09-13 16:07:21.829597,armyworm,160.81145097710302,492.1039007663727
2025-09-13 16:07:21.829597,(CausesLink armyworm necroticLeafSyndrome),31.905115692511252,0.0
2025-09-13 16:07:21.829597,(MemberLink armyworm agriculturalPestSpecies),31.905115692511245,0.0
2025-09-13 16:07:23.903103,(CausesLink armyworm leafBlight),51.42857142857142,0.0
2025-09-13 16:07:23.903103,(SimilarityLink fosmethilan armyworm),51.42857142857142,0.0
2025-09-13 16:07:23.903103,(SimilarityLink ethion armyworm),51.42857142857142,0.0
2025-09-13 16:07:23.903103,(SimilarityLink bendiocarb armyworm),51.42857142857142,0.0
2025-09-13 16:07:23.903103,aphid,168.00000000000014,420.0
2025-09-13 16:07:23.903103,armyworm,160.81145097710302,492.1039007663727
2025-09-13 16:07:23.903103,(CausesLink armyworm necroticLeafSyndrome),31.905115692511252,0.0
2025-09-13 16:07:23.903103,(MemberLink armyworm agriculturalPestSpecies),31.905115692511245,0.0
2025-09-13 16:07:23.903103,(MemberLink armyworm nocturnalSpecies),31.904066129829026,0.0
2025-09-13 16:07:26.067792,(CausesLink armyworm leafBlight),51.42857142857142,0.0
2025-09-13 16:07:26.067792,(SimilarityLink ethion armyworm),51.42857142857142,0.0
2025-09-13 16:07:26.067792,(SimilarityLink bendiocarb armyworm),51.42857142857142,0.0
2025-09-13 16:07:26.067792,aphid,168.00000000000014,420.0
2025-09-13 16:07:26.067792,armyworm,160.81145097710302,492.1039007663727
2025-09-13 16:07:26.067792,(CausesLink armyworm necroticLeafSyndrome),31.905115692511252,0.0
2025-09-13 16:07:26.067792,(MemberLink armyworm agriculturalPestSpecies),31.905115692511245,0.0
2025-09-13 16:07:26.067792,(MemberLink armyworm nocturnalSpecies),31.904066129829026,0.0
2025-09-13 16:07:26.067792,(SimilarityLink fosmethilan armyworm),31.905115692511245,0.0
2025-09-13 16:07:28.162694,(CausesLink armyworm leafBlight),51.42857142857142,0.0
2025-09-13 16:07:28.162694,(SimilarityLink bendiocarb armyworm),51.42857142857142,0.0
2025-09-13 16:07:28.162694,aphid,168.00000000000014,420.0
2025-09-13 16:07:28.162694,armyworm,160.81145097710302,492.1039007663727
2025-09-13 16:07:28.162694,(CausesLink armyworm necroticLeafSyndrome),31.905115692511252,0.0
2025-09-13 16:07:28.162694,(MemberLink armyworm agriculturalPestSpecies),31.905115692511245,0.0
2025-09-13 16:07:28.162694,(MemberLink armyworm nocturnalSpecies),31.904066129829026,0.0
2025-09-13 16:07:28.162694,(SimilarityLink fosmethilan armyworm),31.905115692511245,0.0
2025-09-13 16:07:28.162694,(SimilarityLink ethion armyworm),31.905115692511245,0.0
2025-09-13 16:07:30.321052,(CausesLink armyworm leafBlight),51.42857142857142,0.0
2025-09-13 16:07:30.321052,aphid,168.00000000000014,420.0
2025-09-13 16:07:30.321052,armyworm,160.81145097710302,492.1039007663727
2025-09-13 16:07:30.321052,(CausesLink armyworm necroticLeafSyndrome),31.905115692511252,0.0
2025-09-13 16:07:30.321052,(MemberLink armyworm agriculturalPestSpecies),31.905115692511245,0.0
2025-09-13 16:07:30.321052,(MemberLink armyworm nocturnalSpecies),31.904066129829026,0.0
2025-09-13 16:07:30.321052,(SimilarityLink fosmethilan armyworm),31.905115692511245,0.0
2025-09-13 16:07:30.321052,(SimilarityLink ethion armyworm),31.905115692511245,0.0
2025-09-13 16:07:30.321052,(SimilarityLink bendiocarb armyworm),31.905115692511238,0.0
2025-09-13 16:07:31.567101,(CausesLink armyworm leafBlight),51.42857142857142,0.0
2025-09-13 16:07:31.567101,aphid,168.00000000000014,420.0
2025-09-13 16:07:31.567101,armyworm,160.81145097710302,492.1039007663727
