timestamp,pattern,sti,lti
2025-06-28 08:39:36.224109,Ants,7000.0,7000.0
2025-06-28 08:39:43.503271,Ants,4200.0,7000.0
2025-06-28 08:39:43.503304,(SimilarityLink abamectin Ants),2800.0,0
2025-06-28 08:39:56.682685,Ants,4200.0,7000.0
2025-06-28 08:39:56.682716,(SimilarityLink abamectin Ants),2800.0,0
2025-06-28 08:39:56.682741,farm,6516.516516516516,6516.516516516516
2025-06-28 08:40:03.035309,Ants,4188.416560491287,6988.416560491287
2025-06-28 08:40:03.035350,(SimilarityLink abamectin Ants),2800.0,0
2025-06-28 08:40:03.035392,farm,6516.516516516516,6516.516516516516
2025-06-28 08:40:08.887412,Ants,4188.416560491287,6988.416560491287
2025-06-28 08:40:08.887444,(SimilarityLink abamectin Ants),2788.417744573493,0.0
2025-06-28 08:40:08.887470,farm,6516.516516516516,6516.516516516516
2025-06-28 08:40:34.274606,Ants,2513.049936294772,6988.416560491287
2025-06-28 08:40:34.274639,(SimilarityLink abamectin Ants),3348.4172709406093,0.0
2025-06-28 08:40:34.274663,farm,6504.935445051176,6504.934261090009
2025-06-28 08:40:34.274686,abamectin,556.8367430178995,0
2025-06-28 08:41:11.565425,Ants,3630.110645917768,6988.416560491287
2025-06-28 08:41:11.565457,(SimilarityLink abamectin Ants),2233.0501731112117,0.0
2025-06-28 08:41:11.565482,farm,6504.935445051176,6504.934261090009
2025-06-28 08:41:11.565505,abamectin,1113.673486035799,0
2025-06-28 08:41:11.565536,aphids,6062.338455947829,6061.526969458768
2025-06-28 08:41:17.046242,Ants,3595.485788289652,6953.7885783239535
2025-06-28 08:41:17.046275,(SimilarityLink abamectin Ants),2233.0501731112117,0.0
2025-06-28 08:41:17.046300,farm,6504.935445051176,6504.934261090009
2025-06-28 08:41:17.046323,abamectin,1113.673486035799,0
2025-06-28 08:41:17.046347,aphids,6062.338455947829,6061.526969458768
2025-06-28 08:41:22.892713,Ants,3595.485788289652,6953.7885783239535
2025-06-28 08:41:22.892745,(SimilarityLink abamectin Ants),2198.435361062922,0.0
2025-06-28 08:41:22.892769,farm,6504.935445051176,6504.934261090009
2025-06-28 08:41:22.892793,abamectin,1113.673486035799,0
2025-06-28 08:41:22.892816,aphids,6062.338455947829,6061.526969458768
2025-06-28 08:41:28.186219,Ants,3595.485788289652,6953.7885783239535
2025-06-28 08:41:28.186250,(SimilarityLink abamectin Ants),2198.435361062922,0.0
2025-06-28 08:41:28.186274,farm,6470.330675668227,6470.316325409012
2025-06-28 08:41:28.186296,abamectin,1113.673486035799,0
2025-06-28 08:41:28.186319,aphids,6062.338455947829,6061.526969458768
2025-06-28 08:41:33.535470,Ants,3595.485788289652,6953.7885783239535
2025-06-28 08:41:33.535504,(SimilarityLink abamectin Ants),2198.435361062922,0.0
2025-06-28 08:41:33.535529,farm,6470.330675668227,6470.316325409012
2025-06-28 08:41:33.535553,abamectin,1079.0787564045481,0.0
2025-06-28 08:41:33.535577,aphids,6062.338455947829,6061.526969458768
2025-06-28 08:43:51.312222,Ants,3037.122881590652,6953.7885783239535
2025-06-28 08:43:51.312257,(SimilarityLink abamectin Ants),2309.657735152408,0.0
2025-06-28 08:43:51.312283,farm,6469.408019413825,6470.316325409012
2025-06-28 08:43:51.312308,abamectin,1556.6779387079262,0.0
2025-06-28 08:43:51.312333,aphids,5998.2177697160205,6026.919077349358
2025-06-28 08:43:51.312358,.,5649.673769648985,5644.072393717956
2025-06-28 08:43:57.104465,Ants,2954.2008363210775,6870.817147994543
2025-06-28 08:43:57.104498,(SimilarityLink abamectin Ants),2309.657735152408,0.0
2025-06-28 08:43:57.104523,farm,6469.408019413825,6470.316325409012
2025-06-28 08:43:57.104547,abamectin,1556.6779387079262,0.0
2025-06-28 08:43:57.104572,aphids,5998.2177697160205,6026.919077349358
2025-06-28 08:43:57.104596,.,5649.673769648985,5644.072393717956
2025-06-28 08:44:02.947245,Ants,2954.2008363210775,6870.817147994543
2025-06-28 08:44:02.947277,(SimilarityLink abamectin Ants),2226.79077739949,0.0
2025-06-28 08:44:02.947301,farm,6469.408019413825,6470.316325409012
2025-06-28 08:44:02.947325,abamectin,1556.6779387079262,0.0
2025-06-28 08:44:02.947349,aphids,5998.2177697160205,6026.919077349358
2025-06-28 08:44:02.947373,.,5649.673769648985,5644.072393717956
2025-06-28 08:44:08.455295,Ants,2954.2008363210775,6870.817147994543
2025-06-28 08:44:08.455327,(SimilarityLink abamectin Ants),2226.79077739949,0.0
2025-06-28 08:44:08.455351,farm,6386.59611258133,6387.400015404184
2025-06-28 08:44:08.455374,abamectin,1556.6779387079262,0.0
2025-06-28 08:44:08.455398,aphids,5998.2177697160205,6026.919077349358
2025-06-28 08:44:08.455422,.,5649.673769648985,5644.072393717956
2025-06-28 08:44:13.427685,Ants,2954.2008363210775,6870.817147994543
2025-06-28 08:44:13.427715,(SimilarityLink abamectin Ants),2226.79077739949,0.0
2025-06-28 08:44:13.427738,farm,6386.59611258133,6387.400015404184
2025-06-28 08:44:13.427761,abamectin,1473.921046223934,0.0
2025-06-28 08:44:13.427783,aphids,5998.2177697160205,6026.919077349358
2025-06-28 08:44:13.427806,.,5649.673769648985,5644.072393717956
2025-06-28 08:44:18.934030,Ants,2954.2008363210775,6870.817147994543
2025-06-28 08:44:18.934066,(SimilarityLink abamectin Ants),2226.79077739949,0.0
2025-06-28 08:44:18.934092,farm,6386.59611258133,6387.400015404184
2025-06-28 08:44:18.934117,abamectin,1473.921046223934,0.0
2025-06-28 08:44:18.934143,aphids,5915.515855032905,5944.057851051084
2025-06-28 08:44:18.934168,.,5649.673769648985,5644.072393717956
2025-06-28 08:47:28.326655,Ants,2663.4551809880977,6870.817147994543
2025-06-28 08:47:28.326690,(SimilarityLink abamectin Ants),2216.7075501778995,0.0
2025-06-28 08:47:28.326716,farm,6386.1775350726875,6387.400015404184
2025-06-28 08:47:28.326743,abamectin,1775.2040813458614,0.0
2025-06-28 08:47:28.326769,aphids,5915.480279974189,5944.057851051084
2025-06-28 08:47:28.326795,.,5567.026796243402,5561.266214532534
2025-06-28 08:47:28.326820,Botulinum,5288.605005339184,5271.823937909148
2025-06-28 08:47:34.027928,Ants,2543.940001964816,6751.096610363579
